rok,miasto,nazwa,sentence,kategorie,tag
2018,BIELSKO-BIAŁA,Remont traktów pieszych w rejonie budynków przy ul. Mieszka I w Bielskubialej,remont trakt pieszy budynek mieszkać,INFRASTRUKTURA,przebudowa
2018,BIELSKO-BIAŁA,Bezpieczeństwo przy kościele św. Barbary w Mikuszowicach Krakowskich ul. Cyprysowy,kościół cyprysowy,NATURA,krzew
2018,BIELSKO-BIAŁA,Miejsca parkingowe dla Osiedla,parkingowy,INFRASTRUKTURA,parkingowy
2018,BIELSKO-BIAŁA,Remont drogi wewnątrzosiedlowej przy ul. Księcia Przemysłowa na osiedlu Piastowskim,remont drogi wewnątrzosiedlowy książę,INFRASTRUKTURA,przebudowa
2018,BIELSKO-BIAŁA,Strefa aktywności fizycznej dla osób dojrzałych na Osiedlu Polskich Skrzydeł w Bielskubialej,aktywność fizyczny osoba dojrzały,SPOŁECZEŃSTWO,dorosły
2018,BIELSKO-BIAŁA,Ścieżka edukacyjna Na tropie przyrody,edukacyjny trop przyroda,EDUKACJA,edukacja
2018,BIELSKO-BIAŁA,Zagospodarowanie terenu zielonego na cele rekreacyjne w Stracone oraz zakup do filii Książnicy Beskidzkiej  Biblioteki w Stracone książek urządzeń materiałów wg listy. Zielony zakątek Przystanek Turysty  kontynuacja uzupełnienie,zagospodarować rekreacyjny zakup książka materiał list zielony zakątek,NATURA,zieleń
2018,BIELSKO-BIAŁA,Plac zabaw przy Książnicy i Kubiszówce,plac zabawić,SPOŁECZEŃSTWO,zabawić
2018,BIELSKO-BIAŁA,Rozwój infrastruktury przyjaznej mieszkańcom na terenie Manhattanu w Wapienicy,rozwój infrastruktura mieszkaniec,INFRASTRUKTURA,infrastruktura
2018,BIELSKO-BIAŁA,Remont drogi dojazdowej przy ul. Zwierzynieckiej w Bielskubialej,remont drogi dojazdowy zwierzyniecki,INFRASTRUKTURA,remont
2018,BIELSKO-BIAŁA,Wykonanie miejsc parkingowych w tym dla osób z małymi dziećmi oraz niepełnosprawnych obok pawilonu handlowousługowego przy ul. Stawowej  w Bielskubialej,parkingowy osoba dziecko niepełnosprawny pawilon handlowousługowy stawowa,INFRASTRUKTURA,parkingowy
2018,BIELSKO-BIAŁA,Bajkowy Plac Zabaw,bajkowy,SPOŁECZEŃSTWO,historyczny
2018,BIELSKO-BIAŁA,Bezpieczna szkoła  bezpieczny chodnik. Remont zniszczonego chodnika placu wymiana ławek wokół Szkoły Podstawowej nr  im. Bohaterów Westerplatte przy ul. Dywizji Kościuszkowskiej ,bezpieczny bezpieczny chodnik remont zniszczony chodnik plac wymiana ławka bohater dywizja,INFRASTRUKTURA,remont
2018,BIELSKO-BIAŁA,Zakup książek i wyposażenia dla filii Książnicy Beskidzkiej na Osiedlu Złote Łany,zakup książka,EDUKACJA,książka
2018,BIELSKO-BIAŁA,Skansen Polskich Fortyfikacji  renowacja schronu polowego nr  z  roku,skansen renowacja schron polowy,INFRASTRUKTURA,renowacja
2018,BIELSKO-BIAŁA,Wymiana średniego samochodu pożarniczego Ochotniczej Straży Pożarnej w Mikuszowicach Śląskich,wymiana średni samochód pożarniczy,INFRASTRUKTURA,samochód
2018,BIELSKO-BIAŁA,Modernizacja Miasteczka Ruchu Drogowego na Błoniach oraz bezpłatne zajęcia dla uczniów nabywających uprawnienia do karty rowerowej,modernizacja bezpłatny zająć uczeń nabywać karty rowerowy,SPOŁECZEŃSTWO,uczeń
2018,BIELSKO-BIAŁA,Droga rowerowa wzdłuż rzeki Białej w Komorowicach,rowerowy rzeka,NATURA,rzeka
2018,BIELSKO-BIAŁA,Budowa Parku  Lapidarium na terenie Cmentarza Żydowskiego,budowa,INFRASTRUKTURA,budowa
2018,BIELSKO-BIAŁA,Zamień kopciucha na ekoczyściucha,zamienić kopciuch,INFRASTRUKTURA,odnowić
2018,BIELSKO-BIAŁA,Kulinarne tradycje BielskaBiałej,kulinarny tradycja,EDUKACJA,kultura
2018,BIELSKO-BIAŁA,Zielona Plaża Miejska,zielony,NATURA,zielony
2019,BIELSKO-BIAŁA,Remont dróg dojazdowych oraz chodników przy ul. Księcia Przemysłowa,remont dojazdowy chodnik książę,INFRASTRUKTURA,chodnik
2019,BIELSKO-BIAŁA,Sięgacz od ul. Olszowe,sięgacz olszowy,NATURA,lęgowy
2019,BIELSKO-BIAŁA,Nowoczesna i przyjazna biblioteka na Osiedlu Beskidzkim,nowoczesny biblioteka,EDUKACJA,biblioteka
2019,BIELSKO-BIAŁA,Zabawa i edukacja dla wszystkich przy SP nr ,zabawa edukacja,EDUKACJA,edukacja
2019,BIELSKO-BIAŁA,Chodnik Waleriana,chodnik,INFRASTRUKTURA,chodnik
2019,BIELSKO-BIAŁA,II etap remontu chodnika od ul. Lipnickiej do ul. Dembowskiego,remont chodnik lipnicki,INFRASTRUKTURA,remont
2019,BIELSKO-BIAŁA,Budowa warowni  nowoczesnego zestawu zabawowosprawnościowego,budowa warownia nowoczesny zestaw zabawowosprawnościowy,SPOŁECZEŃSTWO,nowoczesny
2019,BIELSKO-BIAŁA,Modernizacja ogródka jordanowskiego ul. Wyzwolenia,modernizacja ogródka jordanowski,INFRASTRUKTURA,modernizacja
2019,BIELSKO-BIAŁA,Przebudowa i doposażenie istniejącego placu zabaw oraz przebudowa ciągów pieszych,przebudowa doposażyć plac zabawić przebudowa pieszy,INFRASTRUKTURA,przebudowa
2019,BIELSKO-BIAŁA,Modernizacja ulicy wraz z chodnikami przy ul. Struga,modernizacja chodnik strugać,INFRASTRUKTURA,modernizacja
2019,BIELSKO-BIAŁA,Miejsce integracji wszystkich mieszkańców osiedla Dolne Przedmieście,integracja mieszkaniec,SPOŁECZEŃSTWO,integracja
2019,BIELSKO-BIAŁA,Remont ciągów pieszojezdnych w rejonie ul. Czystej i ul. Piotra Skargi,remont pieszojezdny czysty,INFRASTRUKTURA,remont
2019,BIELSKO-BIAŁA,INTEGRACJA  Zakup książek i wyposażenia dla Filii Integracyjnej Książnicy Beskidzkiej na Osiedlu Grunwaldzkim,integracja książka,SPOŁECZEŃSTWO,integracja
2019,BIELSKO-BIAŁA,Modernizacja placu zabaw Przedszkola nr  doposażenie osiedlowego placu zabaw oraz budowa street workout,modernizacja plac zabawić doposażyć plac zabawić budowa,INFRASTRUKTURA,modernizacja
2019,BIELSKO-BIAŁA,Modernizacja pracowni komputerowej w Szkole Podstawowej nr  przy ul. Broniewskiego,modernizacja pracownia komputerowy,INFRASTRUKTURA,modernizacja
2019,BIELSKO-BIAŁA,Plac zabaw Orchidea,plac zabawić,SPOŁECZEŃSTWO,zabawić
2019,BIELSKO-BIAŁA,Nasza Planeta Ziemia,naszać,INFRASTRUKTURA,odnowić
2019,BIELSKO-BIAŁA,Doposażenie Ochotniczej Straży Pożarnej,doposażyć,INFRASTRUKTURA,doposażyć
2019,BIELSKO-BIAŁA,Cyfrowa Szkoła w Kamienicy,cyfrowy,SPOŁECZEŃSTWO,komputerowy
2019,BIELSKO-BIAŁA,Karpackie,karpacki,INFRASTRUKTURA,kosz
2019,BIELSKO-BIAŁA,Biblioteka marzeń  nowoczesna placówka kulturalna i edukacyjna na Osiedlu Karpackim,biblioteka marzenia nowoczesny placówka kulturalny edukacyjny,EDUKACJA,biblioteka
2019,BIELSKO-BIAŁA,Remont łazienek szkolnych w SP  kontynuacja,remont łazienka szkolny,INFRASTRUKTURA,remont
2019,BIELSKO-BIAŁA,Modernizacja placu zabaw oraz sal dydaktycznych w Przedszkolu Miejskim nr ,modernizacja plac zabawić dydaktyczny,INFRASTRUKTURA,modernizacja
2019,BIELSKO-BIAŁA,Od przedszkolaka do książkoczytaka  wspólnie rozwijamy centra oświatowokulturalne w naszej dzielnicy,przedszkolak wspólnie rozwijać centra oświatowokulturalny,SPOŁECZEŃSTWO,wychowywać
2019,BIELSKO-BIAŁA,W zdrowym ciele zdrowy duch. Tworzymy przestrzeń do kreatywnego i wszechstronnego rozwoju dzieci i ułatwiamy dostęp rodziców do placówki,zdrowy zdrowy duch tworzyć kreatywny wszechstronny rozwój dziecko ułatwiać dostęp rodzic placówka,SPOŁECZEŃSTWO,zdrowy
2019,BIELSKO-BIAŁA,Rozbudowa bieżni lekkoatletycznej oraz modernizacja rzutni do pchnięcia kulą na terenie Szkoły Podstawowej nr  przy ul. Mazańcowickiej ,rozbudowa bieżny lekkoatletyczny modernizacja rzutny kula,INFRASTRUKTURA,modernizacja
2019,BIELSKO-BIAŁA,Ratujemy współpracujemy działamy uczymy  SP Komorowice Śląskie,ratować współpracować działać uczyć,EDUKACJA,uczyć
2019,BIELSKO-BIAŁA,Budowa nowych miejsc postojowych dla mieszkańców Osiedla Kopernika,budowa mieszkaniec,SPOŁECZEŃSTWO,mieszkaniec
2019,BIELSKO-BIAŁA,Matczyn zakątek,matczyny zakątek,NATURA,zakątek
2019,BIELSKO-BIAŁA,Wymiana nawierzchni pasa drogowego wraz z chodnikiem wokół przychodni przy ul. Wiśniowej  w Bielskubialej,wymiana nawierzchnia pasać chodnik przychodni wiśniowy,INFRASTRUKTURA,chodnik
2019,BIELSKO-BIAŁA,Bezpieczne Leszczyny,bezpieczny,INFRASTRUKTURA,bezpieczny
2019,BIELSKO-BIAŁA,Plac zabaw dla dzieci  Natalia,plac zabawić dziecko,SPOŁECZEŃSTWO,dziecko
2019,BIELSKO-BIAŁA,Ekstremalny tor sprawnościowy,ekstremalny tor sprawnościowy,INFRASTRUKTURA,przejazdruchowy
2019,BIELSKO-BIAŁA,Chodnik do przystanku autobusowego Żywiecka Leszczyny z boiska sportowego przy byłym Gimnazjum nr ,chodnik przystanek autobusowy sport,INFRASTRUKTURA,przystanek
2019,BIELSKO-BIAŁA,Sport zdrowie bezpieczeństwo w Lipniku,sport,SPOŁECZEŃSTWO,sport
2019,BIELSKO-BIAŁA,Nowy parking ogólnodostępny na Osiedlu Mieszka I,parking,INFRASTRUKTURA,parking
2019,BIELSKO-BIAŁA,Wiata ogniskowa z parkiem kalistenicznym,wiata ogniskowy park,NATURA,park
2019,BIELSKO-BIAŁA,Budowa placu zabaw przy przedszkolu publicznym nr  w Bielskubialej,budowa plac zabawić,SPOŁECZEŃSTWO,zabawa
2019,BIELSKO-BIAŁA,Miejsca parkingowe dla osiedla oraz zabezpieczenie miejsc parkingowych od strony miejsca rekreacyjnego boisko do siatkówki,parkingowy parkingowy rekreacyjny siatkówka,SPOŁECZEŃSTWO,skatepark
2019,BIELSKO-BIAŁA,Rozbudowa Centrum Integracji Mieszkańców Dzielnicy,rozbudowa,INFRASTRUKTURA,rozbudowa
2019,BIELSKO-BIAŁA,Remont istniejącego boiska wraz z wykonaniem dojścia i rekultywacją terenu na Osiedlu Piastowskim,remont dojść rekultywacja,INFRASTRUKTURA,renowacja
2019,BIELSKO-BIAŁA,Remont traktu pieszego na Osiedlu Polskich Skrzydeł na odcinku pomiędzy przychodnią zdrowia a ulicą Skrzydlewskiego wzdłuż budynku nr ,remont trakt pieszy przychodnia budynek,INFRASTRUKTURA,przebudowa
2019,BIELSKO-BIAŁA,Naukowa Ścieżka Doświadczeń na terenie Osiedla Słonecznego,naukowy,EDUKACJA,nauka
2019,BIELSKO-BIAŁA,Rozwój infrastruktury rekreacyjnosportowej na osiedlu Słonecznym. Wykonanie toru do jazdy na wrotkach rolkach nartorolkach segwayach oraz doposażenie siłowni zewnętrznej,rozwój infrastruktura sport tor jazda wrotka nartorolka doposażyć siłownia,INFRASTRUKTURA,infrastruktura
2019,BIELSKO-BIAŁA,Stare Bielsko  Bezpieczeństwo i Kultura ,stary,SPOŁECZEŃSTWO,stary
2019,BIELSKO-BIAŁA,Remont toalet i zaplecza kuchennego przy sali Ochotniczej Straży Pożarnej w Bielskubialej Stracona  Zakup dla filii Książnicy Beskidzkiej  Biblioteka w Stracone książek urządzeń i materiałów wg listy,remont toaleta kuchenny książka materiał list,EDUKACJA,książka
2019,BIELSKO-BIAŁA,Chodnik Czarnego Piotrusia  szlak spacerowy,chodnik szlak spacerowy,INFRASTRUKTURA,chodnik
2019,BIELSKO-BIAŁA,Zakup nowości wydawniczych oraz filmów dla Książnicy Beskidzkiej w Bielskubialej,zakup wydawniczy film,SPOŁECZEŃSTWO,film
2019,BIELSKO-BIAŁA,Niezwykły plac zabaw przy Książnicy i Kubiszówce,niezwykły plac zabawić,SPOŁECZEŃSTWO,zabawić
2019,BIELSKO-BIAŁA,PUMPTRACK  tor rowerowy z zakrętami i muldami dla dzieci i młodzieży w Wapienicy,tor rowerowy zakręt mulda dziecko młodzież,SPOŁECZEŃSTWO,młodzież
2019,BIELSKO-BIAŁA,Remont drogi dojazdowej przy ul. Zwierzynieckiej w Bielskubialej,remont drogi dojazdowy zwierzyniecki,INFRASTRUKTURA,remont
2019,BIELSKO-BIAŁA,Wykonanie miejsc parkingowych w tym dla osób z małymi dziećmi oraz niepełnosprawnych obok pawilonu handlowousługowego przy ul. Stawowej  w Bielskubialej,parkingowy osoba dziecko niepełnosprawny pawilon handlowousługowy stawowa,INFRASTRUKTURA,parkingowy
2019,BIELSKO-BIAŁA,Pracownia językowa na ,pracownia językowy,SPOŁECZEŃSTWO,warsztat
2019,BIELSKO-BIAŁA,Dojazd do Rodzinnych Ogródków Działkowych Złote Łany,dojazd,INFRASTRUKTURA,dojazd
2019,BIELSKO-BIAŁA,Zakup nowości wydawniczych sprzętu edukacyjnego organizacja spotkań autorskich dla dorosłych i dzieci dla Filii Książnicy Beskidzkiej na Osiedlu Złote Łany,zakup wydawniczy sprzęt edukacyjny organizacja spotkać autorski dorosły dziecko,SPOŁECZEŃSTWO,wychowywać
2019,BIELSKO-BIAŁA,Remont ulicy B. Krzywoustego,remont krzywousty,INFRASTRUKTURA,remont
2019,BIELSKO-BIAŁA,Modernizacja chodników i parkingów Osiedla przy ul. Grażyny w Bielskubialej,modernizacja chodnik parking,INFRASTRUKTURA,parkingowy
2019,BIELSKO-BIAŁA,Modernizacja Miasteczka Ruchu Drogowego na Błoniach oraz bezpłatne zajęcia dla uczniów nabywających uprawnienia do karty rowerowej,modernizacja bezpłatny zająć uczeń nabywać karty rowerowy,SPOŁECZEŃSTWO,uczeń
2019,BIELSKO-BIAŁA,Rodzinny park odkrywców,rodzinny park odkrywca,NATURA,park
2019,BIELSKO-BIAŁA,. Ogólnopolski Festiwal Piosenki Bajkowej,ogólnopolski,SPOŁECZEŃSTWO,społeczny
2019,BIELSKO-BIAŁA,Kto czyta nie błądzi  modernizacja biblioteki szkolnej oraz Multimedialnego Centrum Informacji w Zespole Szkół Elektronicznych Elektrycznych i Mechanicznych w Bielskubialej przy ul. Słowackiego  ,czytać błądzić modernizacja biblioteka szkolny słowacki,SPOŁECZEŃSTWO,czytać
2019,BIELSKO-BIAŁA,Młodzi łowcy androidów czyli roboty edukacyjne w szkołach i przedszkolach,młodzie łowca android roboty edukacyjny,SPOŁECZEŃSTWO,przedszkolak
2019,BIELSKO-BIAŁA,Video Test. Przegląd prac filmowych i wideo studentek i studentów uczelni artystycznych,video przegląd praca filmowy wideo studentka student uczelnia artystyczny,SPOŁECZEŃSTWO,uczeń
2019,BIELSKO-BIAŁA,Budowa Parku  Lapidarium,budowa,INFRASTRUKTURA,budowa
2019,BIELSKO-BIAŁA,Budowa strefy treningowej do biegów przeszkodowych CR,budowa treningowy bieg przeszkodowy,SPOŁECZEŃSTWO,trening
2019,BIELSKO-BIAŁA,PUMPTRACK  asfaltowy tor rowerowy,asfaltowy tor rowerowy,INFRASTRUKTURA,asfaltowy
2019,BIELSKO-BIAŁA,Park lotniczy  kwietna łąka,park lotniczy kwietny łąka,NATURA,parkowy
2019,BIELSKO-BIAŁA,Sportowa Kamienica,sport,SPOŁECZEŃSTWO,sport
2020,BiELSKO-BIAŁA,Poligon Strazacki BB,poligon,INFRASTRUKTURA,plac
2020,BiELSKO-BIAŁA,OW RLK W BB  Adaptacja boiska osiedlowego na boisko całoroczne ogólnomiejskie ze sztuczna nawierzchnia,całoroczny ogólnomiejski sztuczny nawierzchnia,INFRASTRUKTURA,nawierzchniasztuczny
2020,BiELSKO-BIAŁA,Chodnik Z bezpiecznym i oznakowanym przejsciem dla pieszych,chodnik bezpieczny oznakować pieszy,INFRASTRUKTURA,chodnik
2020,BiELSKO-BIAŁA,Modernizacja swietlicy przeznaczonej dla srodowiska osób niewidomych i slabowidzacych W Bielskubialej,modernizacja przeznaczyć osoba niewidomy,INFRASTRUKTURA,modernizacja
2020,BiELSKO-BIAŁA,Mlodziezowa Manufaktura czyli otwarta pracownia robót wszelakich,pracownia robota wszelaki,EDUKACJA,pracownia
2020,BiELSKO-BIAŁA,Dwujęzyczne Bielskobiala,dwujęzyczny,SPOŁECZEŃSTWO,kolorowy
2020,BiELSKO-BIAŁA,Miejsce wypoczynku  park osiedlowy na Osiedlu Rosta,wypoczynek park,NATURA,park
2020,BiELSKO-BIAŁA,Zagospodarowanie terenów zielonych na boisko do pilki noznej,zagospodarować zielony,NATURA,zielony
2020,BiELSKO-BIAŁA,Bielsko Poludnie  zielence Z historia W tle,bielsko historia,EDUKACJA,historia
2020,BiELSKO-BIAŁA,Parking dla mieszkanców na osiedlu Grazyny,parking,INFRASTRUKTURA,parking
2020,BiELSKO-BIAŁA,Biblioteka przyjazna Mieszkańcom  Modernizacja Dzielnicowej Biblioteki Publicznej i remont chodników osiedlowych,biblioteka remont chodnik,EDUKACJA,biblioteka
2020,BiELSKO-BIAŁA,Modernizacja ulicy Osiedlowej i Wschodniej W Bielsku Bialej,modernizacja,INFRASTRUKTURA,modernizacja
2020,BiELSKO-BIAŁA,Spacer ma moc,spacer moc,INFRASTRUKTURA,przejazdruchowy
2020,BiELSKO-BIAŁA,Zielony przystanek przy ul. Wapiennej,zielony przystanek wapienny,INFRASTRUKTURA,przystanek
2020,BiELSKO-BIAŁA,Modernizacja placu zabaw IALA SRÓDMIESCIE ,modernizacja plac zabawić,INFRASTRUKTURA,modernizacja
2020,BiELSKO-BIAŁA,Rodzinna strefa wypoczynku,rodzinny wypoczynek,SPOŁECZEŃSTWO,wypoczynek
2020,BiELSKO-BIAŁA,Biblioteka marzen  nowoczesna placówka kulturalna i edukacyjna na Osiedlu Karpackim,biblioteka nowoczesny placówka kulturalny edukacyjny,EDUKACJA,biblioteka
2020,BiELSKO-BIAŁA,Miniak rekreacyjnowypoczynkowy przy ul. Frondosa W Kamienicy,rekreacyjnowypoczynkowy,SPOŁECZEŃSTWO,rekreacyjny
2020,BiELSKO-BIAŁA,Skatepark Halinów,skatepark,SPOŁECZEŃSTWO,skatepark
2020,BiELSKO-BIAŁA,Plac zabaw W Parku Orchidea,plac zabawić,SPOŁECZEŃSTWO,zabawić
2020,BiELSKO-BIAŁA,Poprawa bezpieczenstwa W ciagu pieszo jezdnym poprzez wymiany nawierzchni W rejonie budynków przy ul. Sobieskiego  ul. Moniuszki,poprawa pieszo jezdny wymian nawierzchnia budynek,INFRASTRUKTURA,przebudowa
2020,BiELSKO-BIAŁA,Integracja  od juniora do seniora,integracja junior seniora,SPOŁECZEŃSTWO,integracja
2020,BiELSKO-BIAŁA,Poprawa bezpieczenstwa pieszych poprzez remont chodników W rejonie budynków przy ul. Staromiejskiej  ul. Asnyka  ul. Czecha ,poprawa pieszy remont chodnik budynek staromiejski,INFRASTRUKTURA,przebudowa
2020,BiELSKO-BIAŁA,Rozbudowa biezni lekkoatletycznej przy Szkole Podstawowej nr ,rozbudowa lekkoatletyczny,SPOŁECZEŃSTWO,siłownia
2020,BiELSKO-BIAŁA,SP Komorowice Slaskie bezpieczny ratownik  remont zaplecza kuchennego oraz toalet,bezpieczny ratownik remont kuchenny toaleta,INFRASTRUKTURA,toaleta
2020,BiELSKO-BIAŁA,Zintegrowany Lipnik lad rekreacja bezpieczenstwo aktywnosc,zintegrować lada rekreacja,SPOŁECZEŃSTWO,rekreacyjny
2020,BiELSKO-BIAŁA,Sluzba Mieszkancom  modernizacja bazy szkoleniowooperacyjnej Ochotniczej Strazy Pozarnej Bielskobiala Leszczyny oraz zakup sprzetu,modernizacja baza szkoleniowooperacyjny zakup,INFRASTRUKTURA,modernizacja
2020,BiELSKO-BIAŁA,Rewitalizacja przestrzeni sportoworekreacyjnej przy Szkole Podstawowej nr ,rewitalizacja sport,INFRASTRUKTURA,rewitalizacja
2020,BiELSKO-BIAŁA,Budowa kladki dla pieszych na potoku Koparek,budowa pieszy potok,INFRASTRUKTURA,chodnik
2020,BiELSKO-BIAŁA,Skwer Matki Polki,skwer,NATURA,skwer
2020,BiELSKO-BIAŁA,Karpackie inspiruje  elewacja artystyczna,karpacki inspirować elewacja artystyczny,SPOŁECZEŃSTWO,artystyczny
2020,BiELSKO-BIAŁA,Miasteczko ruchu drogowego i skok W dal na terenie szkoly przy ulicy Asnyka,ruch skok dal,SPOŁECZEŃSTWO,ruch
2020,BiELSKO-BIAŁA,Budowa chodnika liczącego osiedlowy plac zabaw Z ulica Krzywoustego  wzdluz po zewnetrznej stronieogrodzenia Przedszkola Miejskiego nr  na dzialce miejskiej nr ,budowa chodnik liczyć plac zabawić,INFRASTRUKTURA,chodnik
2020,BiELSKO-BIAŁA,Wyposazenie wielofunkcyjnej sali widowiskowej oraz pracowni ceramicznej DK Domu Kultury W Mikuszowicach Krakowskich dzialajace do grudnia  r. jako Swietlica usytuowana W przedwojennym budynku przy ul. Żywieckiej  W Bielskubialej,wielofunkcyjny widowiskowy pracownia ceramiczny dokonany grudzień usytuować przedwojenny budynek żywiecki,INFRASTRUKTURA,zabytkowy
2020,BiELSKO-BIAŁA,Teren rekreacyjny dla psów W Olszowe,rekreacyjny pies,NATURA,zwierzę
2020,BiELSKO-BIAŁA,Trasa przeszkodowe po Cygańskim Lesie,trasa przeszkodowy,INFRASTRUKTURA,przejazdruchowy
2020,BiELSKO-BIAŁA,Remont traktu pieszego na osiedlu Polskich Skrzydeł na odcinku pomiedzy ulica Ikara a pawilonem przy ul. Trzech Diamentów ,remont trakt pieszy pawilon,INFRASTRUKTURA,chodnik
2020,BiELSKO-BIAŁA,Poprawa bezpieczenstwa W ruchu drogowym poprzez wymiany nawierzchni ul. Ksiecia Przemyslawa,poprawa ruch wymian nawierzchnia,INFRASTRUKTURA,nawierzchniasztuczny
2020,BiELSKO-BIAŁA,Modernizacja ogólnodostępnego boiska dla dzieci i mlodziezy Z os. Zlote Lany przy SP ,modernizacja dziecko osa,INFRASTRUKTURA,modernizacja
2020,BiELSKO-BIAŁA,Nowoczesna biblioteka  Filia Ksiaznica Beskidzkiej na Osiedlu Zlote Lany,nowoczesny biblioteka,EDUKACJA,biblioteka
2020,BiELSKO-BIAŁA,Budowa pumptrack i rewitalizacja Manhattanu W Wapienicy,budowa rewitalizacja,INFRASTRUKTURA,rewitalizacja
2020,BiELSKO-BIAŁA,Remont drogi dojazdowej przy ul. Zwierzynieckiej W Bielskubialej,remont drogi dojazdowy zwierzyniecki,INFRASTRUKTURA,remont
2020,BiELSKO-BIAŁA,Kultura Wychowanie Bezpieczenstwo,kultura,EDUKACJA,kultura
2020,BiELSKO-BIAŁA,Budowa miejsc postojowych na terenie Szkoly Podstawowej Nr ,budowa,INFRASTRUKTURA,budowa
2020,BiELSKO-BIAŁA,Domki dla jerzyków,jerzyk,NATURA,alejka
2020,BiELSKO-BIAŁA,Stracona moim domem,stracona,NATURA,skwer
2020,BYTOM,Kolorowe place zabaw  Modernizacja i rozbudowa istniejacych placów zabaw przy przedszkolach nr    . Planowane wyposazenie placów W zjezdzalki przelotnie domki pociagi ustawki karuzele itp.,kolorowy plac zabawić rozbudowa plac zabawić planować plac przelotnie ustawka karuzel,SPOŁECZEŃSTWO,zabawić
2020,BYTOM,WCZORAJ RAWA  ZIS ABAA Budowa placów zabaw przy Przedszkolach Miejskich nr      Modernizacja i rozbudowa istniejacych placów zabaw przy przedszkolach nr    . Umieszczenie na ich terenach certyfikowanego sprzetu rekreacyjnego dostosowanego do wieku dzieci przedszkolnych.,wczoraj plac zabawić rozbudowa plac zabawić umieścić certyfikować rekreacyjny dostosować wiek dziecko przedszkolny,SPOŁECZEŃSTWO,rekreacyjny
